# GravSensors: This file gives a list of location for gravity measurements.
# The columns are x,y,z in metres. these are not offsets from the world
# boundaries so if your world doesn't start from zero be careful that the
# sensors are actually placed inside the world. An error should be flagged if
# if they don't. Positive Z values are going into the ground.

426.5126598291099,19627.230823335238,-0.5
871.5457201208919,19627.230823335238,-0.5
1317.4359404966235,19627.230823335238,-0.5
1762.4690007884055,19627.230823335238,-0.5
2207.5020610801876,19627.230823335238,-0.5
2764.6449805535376,19627.230823335238,-0.5
3209.6780408453196,19627.230823335238,-0.5
3654.7111011389643,19627.230823335238,-0.5
4099.744161430746,19627.230823335238,-0.5
4545.6232498548925,19627.230823335238,-0.5
4990.656310148537,19627.230823335238,-0.5
5546.953201491386,19627.230823335238,-0.5
5992.832289915532,19627.230823335238,-0.5
6437.865350207314,19627.230823335238,-0.5
6882.898410500959,19627.230823335238,-0.5
7327.931470796466,19627.230823335238,-0.5
7773.810559216887,19627.230823335238,-0.5
8330.107450557873,19627.230823335238,-0.5
8775.14051085338,19627.230823335238,-0.5
9221.019599275663,19627.230823335238,-0.5
9666.052659567446,19627.230823335238,-0.5
10111.085719862953,19627.230823335238,-0.5
10556.97594023496,19627.230823335238,-0.5
11113.261699628085,19627.230823335238,-0.5
11558.294759923592,19627.230823335238,-0.5
12003.327820215374,19627.230823335238,-0.5
12449.206908635795,19627.230823335238,-0.5
12894.251100879163,19627.230823335238,-0.5
13339.284161172807,19627.230823335238,-0.5
13896.415948694572,19627.230823335238,-0.5
14341.449008986354,19627.230823335238,-0.5
14786.482069281861,19627.230823335238,-0.5
15232.372289653867,19627.230823335238,-0.5
15677.405349949375,19627.230823335238,-0.5
16122.438410241157,19627.230823335238,-0.5
16679.58132971078,19627.230823335238,-0.5
17124.614390002564,19627.230823335238,-0.5
17569.64745029807,19627.230823335238,-0.5
18014.680510589853,19627.230823335238,-0.5
18460.55959901586,19627.230823335238,-0.5
18905.592659307644,19627.230823335238,-0.5
19461.889550650492,19627.230823335238,-0.5
19907.768639072776,19627.230823335238,-0.5
426.5126598291099,19112.300237149466,-0.5
871.5457201208919,19112.300237149466,-0.5
1317.4359404966235,19112.300237149466,-0.5
1762.4690007884055,19112.300237149466,-0.5
2207.5020610801876,19112.300237149466,-0.5
2764.6449805535376,19112.300237149466,-0.5
3209.6780408453196,19112.300237149466,-0.5
3654.7111011389643,19112.300237149466,-0.5
4099.744161430746,19112.300237149466,-0.5
4545.6232498548925,19112.300237149466,-0.5
4990.656310148537,19112.300237149466,-0.5
5546.953201491386,19112.300237149466,-0.5
5992.832289915532,19112.300237149466,-0.5
6437.865350207314,19112.300237149466,-0.5
6882.898410500959,19112.300237149466,-0.5
7327.931470796466,19112.300237149466,-0.5
7773.810559216887,19112.300237149466,-0.5
8330.107450557873,19112.300237149466,-0.5
8775.14051085338,19112.300237149466,-0.5
9221.019599275663,19112.300237149466,-0.5
9666.052659567446,19112.300237149466,-0.5
10111.085719862953,19112.300237149466,-0.5
10556.97594023496,19112.300237149466,-0.5
11113.261699628085,19112.300237149466,-0.5
11558.294759923592,19112.300237149466,-0.5
12003.327820215374,19112.300237149466,-0.5
12449.206908635795,19112.300237149466,-0.5
12894.251100879163,19112.300237149466,-0.5
13339.284161172807,19112.300237149466,-0.5
13896.415948694572,19112.300237149466,-0.5
14341.449008986354,19112.300237149466,-0.5
14786.482069281861,19112.300237149466,-0.5
15232.372289653867,19112.300237149466,-0.5
15677.405349949375,19112.300237149466,-0.5
16122.438410241157,19112.300237149466,-0.5
16679.58132971078,19112.300237149466,-0.5
17124.614390002564,19112.300237149466,-0.5
17569.64745029807,19112.300237149466,-0.5
18014.680510589853,19112.300237149466,-0.5
18460.55959901586,19112.300237149466,-0.5
18905.592659307644,19112.300237149466,-0.5
19461.889550650492,19112.300237149466,-0.5
19907.768639072776,19112.300237149466,-0.5
426.5126598291099,18609.51501126308,-0.5
871.5457201208919,18609.51501126308,-0.5
1317.4359404966235,18609.51501126308,-0.5
1762.4690007884055,18609.51501126308,-0.5
2207.5020610801876,18609.51501126308,-0.5
2764.6449805535376,18609.51501126308,-0.5
3209.6780408453196,18609.51501126308,-0.5
3654.7111011389643,18609.51501126308,-0.5
4099.744161430746,18609.51501126308,-0.5
